Keyword	Conversions	Cost / conv.	Final URL	Mobile final URL	Clicks	Impr.	CTR	Avg. CPC	Cost	Conv. rate
アカシ勤怠ログイン	0.0	0			0	0	 --	0	0	0.00%
あかし sony	0.0	0			0	0	 --	0	0	0.00%
アカシ ソニー	0.0	0			0	0	 --	0	0	0.00%
アカシ 勤怠管理システム	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠スマホ	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠管理	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠位置情報	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠gps	0.0	0			0	0	 --	0	0	0.00%
akasi 勤怠	0.0	0			0	0	 --	0	0	0.00%
akashi 打 刻 アプリ	0.0	0			0	0	 --	0	0	0.00%
アカシ 勤怠	4.0	3057			38	134	28.36%	322	12227	10.53%
akashi 勤怠管理システム	1.0	4992			14	44	31.82%	357	4992	7.14%
akashi sony	0.0	0			1	3	33.33%	734	734	0.00%
アカシ	1.0	115898			290	2,729	10.63%	400	115898	0.34%
アカシ 勤怠管理	0.5	43926			68	165	41.21%	323	21963	0.74%
あかし 勤怠	0.0	0			1	3	33.33%	714	714	0.00%
akashi 工数	0.0	0			1	1	100.00%	739	739	0.00%
打刻akashi	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠ログイン	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠評判	0.0	0			0	0	 --	0	0	0.00%
勤怠管理ソニー	0.0	0			0	0	 --	0	0	0.00%
アカシ 工数	0.0	0			0	0	 --	0	0	0.00%
sony勤怠	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠アプリ	0.0	0			0	0	 --	0	0	0.00%
akashi ソニー	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠api	0.0	0			0	0	 --	0	0	0.00%
akashi打刻スマホ	0.0	0			0	0	 --	0	0	0.00%
勤怠システムakashi	0.0	0			0	0	 --	0	0	0.00%
akashi勤怠マニュアル	0.0	0			0	0	 --	0	0	0.00%
勤怠管理akashi	0.0	0			0	0	 --	0	0	0.00%
akashi 打 刻	0.0	0			0	0	 --	0	0	0.00%
sony打刻	0.0	0			0	0	 --	0	0	0.00%
ソニー勤怠	0.0	0			0	0	 --	0	0	0.00%
ソニー勤怠管理	0.0	0			0	0	 --	0	0	0.00%
アカシ 打 刻	0.0	0			0	0	 --	0	0	0.00%
あかし 工数	0.0	0			0	0	 --	0	0	0.00%
